sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode
This is angry_face_with_horns.,This is dark undercurrent.,0,6,This is 👿,This is {1F47F}
This is new_moon.,This is dark undercurrent.,0,6,This is 🌑,This is {1F311}
This is new_moon [EM] bust_in_silhouette.,This is dark undercurrent.,0,6,This is 🌑 👤,This is {1F311} {1F464}
This is cross_mark [EM] light_bulb [EM] person_standing.,This is dark undercurrent.,0,6,This is ❌ 💡 🧍,This is {274C} {1F4A1} {1F9CD}
This is cross_mark [EM] light_bulb [EM] person_standing.,This is dark undercurrent.,0,6,This is ❌ 💡 🧍,This is {274C} {1F4A1} {1F9CD}
This is new_moon [EM] men’s_room.,This is dark undercurrent.,0,6,This is 🌑 🚹,This is {1F311} {1F6B9}
This is sunglasses [EM] glass_of_milk.,This is dark corner.,0,6,This is 🕶 🥛,This is {1F576} {1F95B}
This is new_moon [EM] tear-off_calendar.,This is dark corner.,0,6,This is 🌑 📆,This is {1F311} {1F4C6}
This is sunglasses [EM] sunglasses [EM] bust_in_silhouette.,This is dark corner.,0,6,This is 🕶 🕶 👤,This is {1F576} {1F576} {1F464}
This is new_moon [EM] face_with_crossed-out_eyes [EM] skull.,This is dark corner.,0,6,This is 🌑 😵 💀,This is {1F311} {1F635} {1F480}
This is angry_face_with_horns [EM] smiling_face_with_horns.,This is dark corner.,0,6,This is 👿 😈,This is {1F47F} {1F608}
This is spade_suit [EM] angry_face_with_horns.,This is dark corner.,0,6,This is ♠ 👿,This is {2660} {1F47F}
This is black_circle [EM] glass_of_milk.,This is dark corner.,0,6,This is ⚫ 🥛,This is {26AB} {1F95B}
This is new_moon [EM] water_wave [EM] sweat_droplets.,This is dark corner.,0,6,This is 🌑 🌊 💦,This is {1F311} {1F30A} {1F4A6}
This is sunglasses [EM] sunglasses [EM] bust_in_silhouette.,This is dark purpose.,0,6,This is 🕶 🕶 👤,This is {1F576} {1F576} {1F464}
This is spade_suit [EM] angry_face_with_horns.,This is dark purpose.,0,6,This is ♠ 👿,This is {2660} {1F47F}
This is new_moon [EM] boomerang.,This is dark purpose.,0,6,This is 🌑 🪃,This is {1F311} {1FA83}
This is flashlight [EM] prohibited [EM] prohibited.,This is dark purpose.,0,6,This is 🔦 🚫 🚫,This is {1F526} {1F6AB} {1F6AB}
This is new_moon.,This is dark purpose.,0,6,This is 🌑,This is {1F311}
This is sunglasses.,This is dark purpose.,0,6,This is 🕶,This is {1F576}
This is sunglasses [EM] sunglasses.,This is dark purpose.,0,6,This is 🕶 🕶,This is {1F576} {1F576}
This is cloud_with_lightning_and_rain [EM] fog [EM] new_moon.,This is dark purpose.,0,6,This is ⛈ 🌫 🌑,This is {26C8} {1F32B} {1F311}
This is automobile [EM] motorway [EM] check_mark.,This is right bank.,0,6,This is 🚗 🛣 ✔,This is {1F697} {1F6E3} {2714}
This is backhand_index_pointing_right [EM] motorway.,This is right bank.,0,6,This is 👉 🛣,This is {1F449} {1F6E3}
This is check_mark [EM] light_bulb [EM] woman [EM] thumbs_up.,This is right bank.,0,6,This is ✔ 💡 👩 👍,This is {2714} {1F4A1} {1F469} {1F44D}
This is backhand_index_pointing_right [EM] raised_back_of_hand.,This is right bank.,0,6,This is 👉 🤚,This is {1F449} {1F91A}
This is check_mark [EM] page_facing_up [EM] writing_hand.,This is right bank.,0,6,This is ✔ 📄 ✍,This is {2714} {1F4C4} {270D}
This is right_arrow [EM] handshake.,This is right bank.,0,6,This is ➡ 🤝,This is {27A1} {1F91D}
This is check_mark.,This is right bank.,0,6,This is ✔,This is {2714}
This is check_mark [EM] light_bulb [EM] woman [EM] thumbs_up.,This is right bank.,0,6,This is ✔ 💡 👩 👍,This is {2714} {1F4A1} {1F469} {1F44D}
This is thumbs_up [EM] person_in_suit_levitating.,This is right hand.,0,6,This is 👍 🕴,This is {1F44D} {1F574}
This is check_mark [EM] motorway.,This is right hand.,0,6,This is ✔ 🛣,This is {2714} {1F6E3}
This is right_arrow [EM] man [EM] OK_hand.,This is right hand.,0,6,This is ➡ 👨 👌,This is {27A1} {1F468} {1F44C}
This is backhand_index_pointing_right [EM] bank.,This is right hand.,0,6,This is 👉 🏦,This is {1F449} {1F3E6}
This is backhand_index_pointing_right [EM] motorway.,This is right hand.,0,6,This is 👉 🛣,This is {1F449} {1F6E3}
This is backhand_index_pointing_right [EM] man_light_skin_tone_blond_hair.,This is right hand.,0,6,This is 👉 👱🏻‍♂,This is {1F449} {1F471 + 1F3FB + 200D + 2642}
This is woman_raising_hand [EM] thumbs_up [EM] check_mark_button.,This is right hand.,0,6,This is 🙋‍♀ 👍 ✅,This is {1F64B + 200D + 2640} {1F44D} {2705}
This is right_arrow [EM] hundred_points.,This is right hand.,0,6,This is ➡ 💯,This is {27A1} {1F4AF}
This is check_mark.,This is right side.,0,6,This is ✔,This is {2714}
This is check_mark [EM] bank.,This is right side.,0,6,This is ✔ 🏦,This is {2714} {1F3E6}
This is raised_hand [EM] backhand_index_pointing_right.,This is right side.,0,6,This is ✋ 👉,This is {270B} {1F449}
This is thumbs_up [EM] check_mark_button.,This is right side.,0,6,This is 👍 ✅,This is {1F44D} {2705}
This is thumbs_up.,This is right side.,0,6,This is 👍,This is {1F44D}
This is check_mark.,This is right side.,0,6,This is ✔,This is {2714}
This is palms_up_together [EM] raised_back_of_hand.,This is right side.,0,6,This is 🤲 🤚,This is {1F932} {1F91A}
This is backhand_index_pointing_right [EM] hand_with_fingers_splayed.,This is right side.,0,6,This is 👉 🖐,This is {1F449} {1F590}
This is backhand_index_pointing_right [EM] national_park.,This is right decision.,0,6,This is 👉 🏞,This is {1F449} {1F3DE}
This is thumbs_up [EM] bank [EM] money_bag [EM] money_bag [EM] money_bag.,This is right decision.,0,6,This is 👍 🏦 💰 💰 💰,This is {1F44D} {1F3E6} {1F4B0} {1F4B0} {1F4B0}
This is automobile [EM] motorway [EM] check_mark.,This is right decision.,0,6,This is 🚗 🛣 ✔,This is {1F697} {1F6E3} {2714}
This is backhand_index_pointing_right [EM] national_park.,This is right decision.,0,6,This is 👉 🏞,This is {1F449} {1F3DE}
This is backhand_index_pointing_right.,This is right decision.,0,6,This is 👉,This is {1F449}
This is check_mark.,This is right decision.,0,6,This is ✔,This is {2714}
This is woman [EM] smiling_face_with_heart-eyes [EM] man [EM] check_mark.,This is right decision.,0,6,This is 👩 😍 👨 ✔,This is {1F469} {1F60D} {1F468} {2714}
This is backhand_index_pointing_right [EM] check_mark.,This is right decision.,0,6,This is 👉 ✔,This is {1F449} {2714}
This is right_arrow [EM] bank [EM] money_bag.,This is right answer.,0,6,This is ➡ 🏦 💰,This is {27A1} {1F3E6} {1F4B0}
This is thumbs_up [EM] bank [EM] money_bag [EM] money_bag [EM] money_bag.,This is right answer.,0,6,This is 👍 🏦 💰 💰 💰,This is {1F44D} {1F3E6} {1F4B0} {1F4B0} {1F4B0}
This is thumbs_up [EM] bank [EM] money_bag [EM] money_bag [EM] money_bag.,This is right answer.,0,6,This is 👍 🏦 💰 💰 💰,This is {1F44D} {1F3E6} {1F4B0} {1F4B0} {1F4B0}
This is backhand_index_pointing_right [EM] national_park.,This is right answer.,0,6,This is 👉 🏞,This is {1F449} {1F3DE}
This is thumbs_up.,This is right answer.,0,6,This is 👍,This is {1F44D}
This is thumbs_up.,This is right answer.,0,6,This is 👍,This is {1F44D}
This is check_mark [EM] thumbs_up.,This is right answer.,0,6,This is ✔ 👍,This is {2714} {1F44D}
This is check_mark [EM] thumbs_up.,This is right answer.,0,6,This is ✔ 👍,This is {2714} {1F44D}
This is automobile [EM] motorway [EM] check_mark.,This is right man.,0,6,This is 🚗 🛣 ✔,This is {1F697} {1F6E3} {2714}
This is check_mark [EM] light_bulb [EM] woman [EM] thumbs_up.,This is right man.,0,6,This is ✔ 💡 👩 👍,This is {2714} {1F4A1} {1F469} {1F44D}
This is thumbs_up [EM] bank [EM] money_with_wings [EM] chart_increasing_with_yen.,This is right man.,0,6,This is 👍 🏦 💸 💹,This is {1F44D} {1F3E6} {1F4B8} {1F4B9}
This is right_arrow [EM] bank [EM] money_bag.,This is right man.,0,6,This is ➡ 🏦 💰,This is {27A1} {1F3E6} {1F4B0}
This is backhand_index_pointing_right [EM] bank.,This is right man.,0,6,This is 👉 🏦,This is {1F449} {1F3E6}
This is backhand_index_pointing_right [EM] motorway.,This is right man.,0,6,This is 👉 🛣,This is {1F449} {1F6E3}
This is check_mark_button.,This is right man.,0,6,This is ✅,This is {2705}
This is hundred_points.,This is right man.,0,6,This is 💯,This is {1F4AF}
This is right_arrow [EM] man [EM] OK_hand.,This is right road.,0,6,This is ➡ 👨 👌,This is {27A1} {1F468} {1F44C}
This is right_arrow [EM] bank [EM] money_bag.,This is right road.,0,6,This is ➡ 🏦 💰,This is {27A1} {1F3E6} {1F4B0}
This is thumbs_up [EM] bank [EM] money_with_wings [EM] chart_increasing_with_yen.,This is right road.,0,6,This is 👍 🏦 💸 💹,This is {1F44D} {1F3E6} {1F4B8} {1F4B9}
This is check_mark [EM] man [EM] two_hearts.,This is right road.,0,6,This is ✔ 👨 💕,This is {2714} {1F468} {1F495}
This is thumbs_up [EM] bank [EM] money_with_wings [EM] chart_increasing_with_yen.,This is right road.,0,6,This is 👍 🏦 💸 💹,This is {1F44D} {1F3E6} {1F4B8} {1F4B9}
This is check_mark [EM] man.,This is right road.,0,6,This is ✔ 👨,This is {2714} {1F468}
This is thumbs_up [EM] bank [EM] money_bag [EM] money_bag [EM] money_bag.,This is right road.,0,6,This is 👍 🏦 💰 💰 💰,This is {1F44D} {1F3E6} {1F4B0} {1F4B0} {1F4B0}
This is thinking_face [EM] thought_balloon [EM] light_bulb [EM] chart_increasing.,This is right road.,0,6,This is 🤔 💭 💡 📈,This is {1F914} {1F4AD} {1F4A1} {1F4C8}
This is check_mark [EM] bank.,This is right thing.,0,6,This is ✔ 🏦,This is {2714} {1F3E6}
This is right_arrow [EM] people_holding_hands [EM] backhand_index_pointing_left.,This is right thing.,0,6,This is ➡ 🧑‍🤝‍🧑 👈,This is {27A1} {1F9D1 + 200D + 1F91D + 200D + 1F9D1} {1F448}
This is right_arrow [EM] people_holding_hands [EM] backhand_index_pointing_left.,This is right thing.,0,6,This is ➡ 🧑‍🤝‍🧑 👈,This is {27A1} {1F9D1 + 200D + 1F91D + 200D + 1F9D1} {1F448}
This is backhand_index_pointing_right [EM] check_mark.,This is right thing.,0,6,This is 👉 ✔,This is {1F449} {2714}
This is backhand_index_pointing_right.,This is right thing.,0,6,This is 👉,This is {1F449}
This is check_mark.,This is right thing.,0,6,This is ✔,This is {2714}
This is woman [EM] smiling_face_with_heart-eyes [EM] man [EM] check_mark.,This is right thing.,0,6,This is 👩 😍 👨 ✔,This is {1F469} {1F60D} {1F468} {2714}
This is motorway [EM] up-right_arrow.,This is right thing.,0,6,This is 🛣 ↗,This is {1F6E3} {2197}
This is pinching_hand [EM] ship.,This is short holiday.,0,6,This is 🤏 🚢,This is {1F90F} {1F6A2}
This is hot_springs [EM] lungs [EM] dashing_away.,This is short holiday.,0,6,This is ♨ 🫁 💨,This is {2668} {1FAC1} {1F4A8}
This is pinching_hand [EM] calendar.,This is short holiday.,0,6,This is 🤏 📅,This is {1F90F} {1F4C5}
This is shorts [EM] airplane.,This is short holiday.,0,6,This is 🩳 ✈,This is {1FA73} {2708}
This is hourglass_done [EM] open_book.,This is short holiday.,0,6,This is ⌛ 📖,This is {231B} {1F4D6}
This is hourglass_not_done [EM] spiral_calendar [EM] calendar.,This is short holiday.,0,6,This is ⏳ 🗓 📅,This is {23F3} {1F5D3} {1F4C5}
This is hourglass_not_done [EM] anatomical_heart [EM] beating_heart.,This is short holiday.,0,6,This is ⏳ 🫀 💓,This is {23F3} {1FAC0} {1F493}
This is smiling_face_with_tear [EM] airplane.,This is short holiday.,0,6,This is 🥲 ✈,This is {1F972} {2708}
This is pinching_hand [EM] beach_with_umbrella.,This is short ration.,0,6,This is 🤏 🏖,This is {1F90F} {1F3D6}
This is cross_mark [EM] pencil [EM] axe [EM] wrench.,This is short ration.,0,6,This is ❌ ✏ 🪓 🔧,This is {274C} {270F} {1FA93} {1F527}
This is cross_mark [EM] pencil [EM] axe [EM] wrench.,This is short ration.,0,6,This is ❌ ✏ 🪓 🔧,This is {274C} {270F} {1FA93} {1F527}
This is pinching_hand [EM] factory.,This is short ration.,0,6,This is 🤏 🏭,This is {1F90F} {1F3ED}
This is pinching_hand [EM] orange_book [EM] open_book.,This is short ration.,0,6,This is 🤏 📙 📖,This is {1F90F} {1F4D9} {1F4D6}
This is pinching_hand [EM] curly_hair.,This is short ration.,0,6,This is 🤏 🦱,This is {1F90F} {1F9B1}
This is pinching_hand [EM] airplane.,This is short ration.,0,6,This is 🤏 ✈,This is {1F90F} {2708}
This is pinching_hand [EM] package.,This is short ration.,0,6,This is 🤏 📦,This is {1F90F} {1F4E6}
This is fast_down_button [EM] coat [EM] woman’s_clothes [EM] t-shirt [EM] jeans.,This is short hair.,0,6,This is ⏬ 🧥 👚 👕 👖,This is {23EC} {1F9E5} {1F45A} {1F455} {1F456}
This is hourglass_not_done [EM] anatomical_heart [EM] beating_heart.,This is short hair.,0,6,This is ⏳ 🫀 💓,This is {23F3} {1FAC0} {1F493}
This is shorts [EM] airplane.,This is short hair.,0,6,This is 🩳 ✈,This is {1FA73} {2708}
This is pinching_hand [EM] package.,This is short hair.,0,6,This is 🤏 📦,This is {1F90F} {1F4E6}
This is shorts [EM] beach_with_umbrella.,This is short hair.,0,6,This is 🩳 🏖,This is {1FA73} {1F3D6}
This is pinching_hand [EM] heavy_dollar_sign.,This is short hair.,0,6,This is 🤏 💲,This is {1F90F} {1F4B2}
This is fast_down_button [EM] coat [EM] woman’s_clothes [EM] t-shirt [EM] jeans.,This is short hair.,0,6,This is ⏬ 🧥 👚 👕 👖,This is {23EC} {1F9E5} {1F45A} {1F455} {1F456}
This is hourglass_done [EM] notebook_with_decorative_cover.,This is short hair.,0,6,This is ⌛ 📔,This is {231B} {1F4D4}
This is double_exclamation_mark [EM] warning [EM] bread.,This is short smokestack.,0,6,This is ‼ ⚠ 🍞,This is {203C} {26A0} {1F35E}
This is pinching_hand [EM] dollar_banknote.,This is short smokestack.,0,6,This is 🤏 💵,This is {1F90F} {1F4B5}
This is airplane_departure [EM] airplane_arrival.,This is short smokestack.,0,6,This is 🛫 🛬,This is {1F6EB} {1F6EC}
This is hourglass_not_done [EM] closed_book.,This is short smokestack.,0,6,This is ⏳ 📕,This is {23F3} {1F4D5}
This is smiling_face_with_tear [EM] pinching_hand [EM] airplane [EM] shinto_shrine.,This is short smokestack.,0,6,This is 🥲 🤏 ✈ ⛩,This is {1F972} {1F90F} {2708} {26E9}
This is hourglass_not_done [EM] one_o’clock [EM] woman_white_hair [EM] older_person.,This is short smokestack.,0,6,This is ⏳ 🕐 👩‍🦳 🧓,This is {23F3} {1F550} {1F469 + 200D + 1F9B3} {1F9D3}
This is shorts [EM] beach_with_umbrella.,This is short smokestack.,0,6,This is 🩳 🏖,This is {1FA73} {1F3D6}
This is pinching_hand [EM] speaking_head [EM] open_book.,This is short smokestack.,0,6,This is 🤏 🗣 📖,This is {1F90F} {1F5E3} {1F4D6}
This is SOON_arrow [EM] calendar.,This is short supply.,0,6,This is 🔜 📅,This is {1F51C} {1F4C5}
This is shorts [EM] passenger_ship [EM] dashing_away.,This is short supply.,0,6,This is 🩳 🛳 💨,This is {1FA73} {1F6F3} {1F4A8}
This is shorts [EM] spiral_calendar.,This is short supply.,0,6,This is 🩳 🗓,This is {1FA73} {1F5D3}
This is pinching_hand [EM] speaking_head.,This is short supply.,0,6,This is 🤏 🗣,This is {1F90F} {1F5E3}
This is person_shrugging [EM] money_with_wings [EM] money_with_wings [EM] money_with_wings.,This is short supply.,0,6,This is 🤷 💸 💸 💸,This is {1F937} {1F4B8} {1F4B8} {1F4B8}
This is watch [EM] open_book.,This is short supply.,0,6,This is ⌚ 📖,This is {231A} {1F4D6}
This is hourglass_done [EM] calendar.,This is short supply.,0,6,This is ⌛ 📅,This is {231B} {1F4C5}
This is pinching_hand [EM] bread.,This is short supply.,0,6,This is 🤏 🍞,This is {1F90F} {1F35E}
This is hourglass_not_done [EM] airplane.,This is short money.,0,6,This is ⏳ ✈,This is {23F3} {2708}
This is hourglass_not_done [EM] closed_book.,This is short money.,0,6,This is ⏳ 📕,This is {23F3} {1F4D5}
This is hourglass_not_done [EM] airplane.,This is short money.,0,6,This is ⏳ ✈,This is {23F3} {2708}
This is pinching_hand [EM] factory.,This is short money.,0,6,This is 🤏 🏭,This is {1F90F} {1F3ED}
This is smiling_face_with_tear [EM] pinching_hand [EM] airplane [EM] shinto_shrine.,This is short money.,0,6,This is 🥲 🤏 ✈ ⛩,This is {1F972} {1F90F} {2708} {26E9}
This is hourglass_done [EM] spiral_calendar.,This is short money.,0,6,This is ⌛ 🗓,This is {231B} {1F5D3}
This is pinching_hand [EM] luggage [EM] baggage_claim.,This is short money.,0,6,This is 🤏 🧳 🛄,This is {1F90F} {1F9F3} {1F6C4}
This is pinching_hand [EM] woman_getting_haircut.,This is short money.,0,6,This is 🤏 💇‍♀,This is {1F90F} {1F487 + 200D + 2640}
This is pinching_hand [EM] light_bulb [EM] high_voltage.,This is short flight.,0,6,This is 🤏 💡 ⚡,This is {1F90F} {1F4A1} {26A1}
This is money_bag [EM] money_with_wings [EM] pensive_face.,This is short flight.,0,6,This is 💰 💸 😔,This is {1F4B0} {1F4B8} {1F614}
This is hourglass_not_done [EM] spiral_calendar [EM] calendar.,This is short flight.,0,6,This is ⏳ 🗓 📅,This is {23F3} {1F5D3} {1F4C5}
This is shorts [EM] beach_with_umbrella.,This is short flight.,0,6,This is 🩳 🏖,This is {1FA73} {1F3D6}
This is fast_down_button [EM] coat [EM] woman’s_clothes [EM] t-shirt [EM] jeans.,This is short flight.,0,6,This is ⏬ 🧥 👚 👕 👖,This is {23EC} {1F9E5} {1F45A} {1F455} {1F456}
This is fast_down_button [EM] cooked_rice [EM] steaming_bowl.,This is short flight.,0,6,This is ⏬ 🍚 🍜,This is {23EC} {1F35A} {1F35C}
This is family_man_woman_girl_girl [EM] backhand_index_pointing_right [EM] skull [EM] family_man_woman_girl.,This is short flight.,0,6,This is 👨‍👩‍👧‍👧 👉 💀 👨‍👩‍👧,This is {1F468 + 200D + 1F469 + 200D + 1F467 + 200D + 1F467} {1F449} {1F480} {1F468 + 200D + 1F469 + 200D + 1F467}
This is airplane_departure [EM] airplane_arrival.,This is short flight.,0,6,This is 🛫 🛬,This is {1F6EB} {1F6EC}
This is pinching_hand [EM] heavy_dollar_sign.,This is short month.,0,6,This is 🤏 💲,This is {1F90F} {1F4B2}
This is hourglass_not_done [EM] airplane.,This is short month.,0,6,This is ⏳ ✈,This is {23F3} {2708}
This is shorts [EM] passenger_ship [EM] dashing_away.,This is short month.,0,6,This is 🩳 🛳 💨,This is {1FA73} {1F6F3} {1F4A8}
This is pinching_hand [EM] beach_with_umbrella.,This is short month.,0,6,This is 🤏 🏖,This is {1F90F} {1F3D6}
This is cross_mark [EM] pencil [EM] axe [EM] wrench.,This is short month.,0,6,This is ❌ ✏ 🪓 🔧,This is {274C} {270F} {1FA93} {1F527}
This is shorts [EM] airplane.,This is short month.,0,6,This is 🩳 ✈,This is {1FA73} {2708}
This is hourglass_not_done [EM] beach_with_umbrella [EM] airplane [EM] luggage.,This is short month.,0,6,This is ⏳ 🏖 ✈ 🧳,This is {23F3} {1F3D6} {2708} {1F9F3}
This is shorts [EM] cooked_rice.,This is short month.,0,6,This is 🩳 🍚,This is {1FA73} {1F35A}
This is shorts [EM] airplane.,This is short story.,0,6,This is 🩳 ✈,This is {1FA73} {2708}
