sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode,extracted
This is grimacing_face [EM] clipboard [EM] keycap_1 [EM] keycap_2 [EM] keycap_3.,This is common man.,0,6,This is 😬 📋 1⃣ 2⃣ 3⃣,This is {1F62C} {1F4CB} {31 + FE0F + 20E3} {32 + FE0F + 20E3} {33 + FE0F + 20E3},"grimacing_face, clipboard, keycap_1, keycap_2, keycap_3"
This is busts_in_silhouette [EM] mountain.,This is common man.,0,6,This is 👥 ⛰,This is {1F465} {26F0},"busts_in_silhouette, mountain"
This is fly.,This is common man.,0,6,This is 🪰,This is {1FAB0},
This is play_button [EM] brain.,This is common man.,0,6,This is ▶ 🧠,This is {25B6} {1F9E0},"play_button, brain"
This is globe_showing_Americas [EM] Åland_Islands [EM] British_Indian_Ocean_Territory [EM] British_Virgin_Islands [EM] Caribbean_Netherlands [EM] Caribbean_Netherlands [EM] Cayman_Islands.,This is common man.,0,6,This is 🌎 🇦🇽 🇮🇴 🇻🇬 🇧🇶 🇧🇶 🇰🇾,This is {1F30E} {1F1E6 + 1F1FD} {1F1EE + 1F1F4} {1F1FB + 1F1EC} {1F1E7 + 1F1F6} {1F1E7 + 1F1F6} {1F1F0 + 1F1FE},"globe_showing_Americas, Åland_Islands, British_Indian_Ocean_Territory, British_Virgin_Islands, Caribbean_Netherlands, Caribbean_Netherlands, Cayman_Islands"
This is busts_in_silhouette [EM] fly [EM] cockroach [EM] spider [EM] busts_in_silhouette.,This is common parlance.,0,6,This is 👥 🪰 🪳 🕷 👥,This is {1F465} {1FAB0} {1FAB3} {1F577} {1F465},"busts_in_silhouette, fly, cockroach, spider, busts_in_silhouette"
This is busts_in_silhouette [EM] books [EM] open_book [EM] busts_in_silhouette.,This is common parlance.,0,6,This is 👥 📚 📖 👥,This is {1F465} {1F4DA} {1F4D6} {1F465},"busts_in_silhouette, books, open_book, busts_in_silhouette"
This is handshake [EM] desert_island.,This is common parlance.,0,6,This is 🤝 🏝,This is {1F91D} {1F3DD},"handshake, desert_island"
This is play_button [EM] boy [EM] boy [EM] boy.,This is common parlance.,0,6,This is ▶ 👦 👦 👦,This is {25B6} {1F466} {1F466} {1F466},"play_button, boy, boy, boy"
This is man_pilot [EM] anchor.,This is common parlance.,0,6,This is 👨‍✈ ⚓,This is {1F468 + 200D + 2708} {2693},"man_pilot, anchor"
This is busts_in_silhouette [EM] fly [EM] cockroach [EM] spider [EM] busts_in_silhouette.,This is common parlance.,0,6,This is 👥 🪰 🪳 🕷 👥,This is {1F465} {1FAB0} {1FAB3} {1F577} {1F465},"busts_in_silhouette, fly, cockroach, spider, busts_in_silhouette"
This is face_with_symbols_on_mouth.,This is common parlance.,0,6,This is 🤬,This is {1F92C},
This is play_button [EM] boy [EM] boy [EM] boy.,This is common parlance.,0,6,This is ▶ 👦 👦 👦,This is {25B6} {1F466} {1F466} {1F466},"play_button, boy, boy, boy"
This is national_park.,This is common brand.,0,6,This is 🏞,This is {1F3DE},
This is disguised_face [EM] woman_and_man_holding_hands [EM] palms_up_together.,This is common brand.,0,6,This is 🥸 👫 🤲,This is {1F978} {1F46B} {1F932},"disguised_face, woman_and_man_holding_hands, palms_up_together"
This is busts_in_silhouette [EM] syringe [EM] stethoscope [EM] adhesive_bandage [EM] drop_of_blood [EM] health_worker [EM] busts_in_silhouette.,This is common brand.,0,6,This is 👥 💉 🩺 🩹 🩸 🧑‍⚕ 👥,This is {1F465} {1F489} {1FA7A} {1FA79} {1FA78} {1F9D1 + 200D + 2695} {1F465},"busts_in_silhouette, syringe, stethoscope, adhesive_bandage, drop_of_blood, health_worker, busts_in_silhouette"
This is notebook [EM] notebook_with_decorative_cover [EM] speech_balloon [EM] thought_balloon.,This is common brand.,0,6,This is 📓 📔 💬 💭,This is {1F4D3} {1F4D4} {1F4AC} {1F4AD},"notebook, notebook_with_decorative_cover, speech_balloon, thought_balloon"
This is palms_up_together [EM] handshake.,This is common brand.,0,6,This is 🤲 🤝,This is {1F932} {1F91D},"palms_up_together, handshake"
This is notebook [EM] notebook_with_decorative_cover [EM] speech_balloon [EM] thought_balloon.,This is common brand.,0,6,This is 📓 📔 💬 💭,This is {1F4D3} {1F4D4} {1F4AC} {1F4AD},"notebook, notebook_with_decorative_cover, speech_balloon, thought_balloon"
This is busts_in_silhouette [EM] syringe [EM] stethoscope [EM] adhesive_bandage [EM] drop_of_blood [EM] health_worker [EM] busts_in_silhouette.,This is common brand.,0,6,This is 👥 💉 🩺 🩹 🩸 🧑‍⚕ 👥,This is {1F465} {1F489} {1FA7A} {1FA79} {1FA78} {1F9D1 + 200D + 2695} {1F465},"busts_in_silhouette, syringe, stethoscope, adhesive_bandage, drop_of_blood, health_worker, busts_in_silhouette"
This is grimacing_face [EM] clipboard [EM] keycap_1 [EM] keycap_2 [EM] keycap_3.,This is common brand.,0,6,This is 😬 📋 1⃣ 2⃣ 3⃣,This is {1F62C} {1F4CB} {31 + FE0F + 20E3} {32 + FE0F + 20E3} {33 + FE0F + 20E3},"grimacing_face, clipboard, keycap_1, keycap_2, keycap_3"
This is collision [EM] person_lifting_weights.,This is heavy metal.,0,6,This is 💥 🏋,This is {1F4A5} {1F3CB},"collision, person_lifting_weights"
This is person_lifting_weights_light_skin_tone [EM] tractor [EM] luggage.,This is heavy metal.,0,6,This is 🏋🏻 🚜 🧳,This is {1F3CB + 1F3FB} {1F69C} {1F9F3},"person_lifting_weights_light_skin_tone, tractor, luggage"
This is fog [EM] face_in_clouds.,This is heavy metal.,0,6,This is 🌫 😶‍🌫,This is {1F32B} {1F636 + 200D + 1F32B},"fog, face_in_clouds"
This is collision [EM] person_lifting_weights.,This is heavy metal.,0,6,This is 💥 🏋,This is {1F4A5} {1F3CB},"collision, person_lifting_weights"
This is fog [EM] dashing_away.,This is heavy metal.,0,6,This is 🌫 💨,This is {1F32B} {1F4A8},"fog, dashing_away"
This is flexed_biceps [EM] purse.,This is heavy metal.,0,6,This is 💪 👛,This is {1F4AA} {1F45B},"flexed_biceps, purse"
This is fog [EM] foggy [EM] multiply [EM] hundred_points.,This is heavy metal.,0,6,This is 🌫 🌁 ✖ 💯,This is {1F32B} {1F301} {2716} {1F4AF},"fog, foggy, multiply, hundred_points"
This is sign_of_the_horns.,This is heavy load.,0,6,This is 🤘,This is {1F918},
This is person_lifting_weights [EM] gear.,This is heavy load.,0,6,This is 🏋 ⚙,This is {1F3CB} {2699},"person_lifting_weights, gear"
This is person_lifting_weights_light_skin_tone [EM] hammer_and_wrench [EM] anchor [EM] link [EM] nut_and_bolt [EM] crossed_swords.,This is heavy load.,0,6,This is 🏋🏻 🛠 ⚓ 🔗 🔩 ⚔,This is {1F3CB + 1F3FB} {1F6E0} {2693} {1F517} {1F529} {2694},"person_lifting_weights_light_skin_tone, hammer_and_wrench, anchor, link, nut_and_bolt, crossed_swords"
This is hammer_and_pick [EM] chains.,This is heavy load.,0,6,This is ⚒ ⛓,This is {2692} {26D3},"hammer_and_pick, chains"
This is fog [EM] face_in_clouds.,This is heavy load.,0,6,This is 🌫 😶‍🌫,This is {1F32B} {1F636 + 200D + 1F32B},"fog, face_in_clouds"
This is downcast_face_with_sweat [EM] face_in_clouds.,This is heavy load.,0,6,This is 😓 😶‍🌫,This is {1F613} {1F636 + 200D + 1F32B},"downcast_face_with_sweat, face_in_clouds"
This is fog [EM] face_with_raised_eyebrow.,This is heavy load.,0,6,This is 🌫 🤨,This is {1F32B} {1F928},"fog, face_with_raised_eyebrow"
This is balance_scale [EM] gear.,This is heavy fog.,0,6,This is ⚖ ⚙,This is {2696} {2699},"balance_scale, gear"
This is hammer_and_pick [EM] chains.,This is heavy fog.,0,6,This is ⚒ ⛓,This is {2692} {26D3},"hammer_and_pick, chains"
This is person_lifting_weights [EM] backpack.,This is heavy fog.,0,6,This is 🏋 🎒,This is {1F3CB} {1F392},"person_lifting_weights, backpack"
This is downcast_face_with_sweat [EM] package.,This is heavy fog.,0,6,This is 😓 📦,This is {1F613} {1F4E6},"downcast_face_with_sweat, package"
This is person_lifting_weights_light_skin_tone [EM] hammer_and_wrench [EM] anchor [EM] link [EM] nut_and_bolt [EM] crossed_swords.,This is heavy fog.,0,6,This is 🏋🏻 🛠 ⚓ 🔗 🔩 ⚔,This is {1F3CB + 1F3FB} {1F6E0} {2693} {1F517} {1F529} {2694},"person_lifting_weights_light_skin_tone, hammer_and_wrench, anchor, link, nut_and_bolt, crossed_swords"
This is balance_scale [EM] link.,This is heavy fog.,0,6,This is ⚖ 🔗,This is {2696} {1F517},"balance_scale, link"
This is hammer_and_pick [EM] chains.,This is heavy fog.,0,6,This is ⚒ ⛓,This is {2692} {26D3},"hammer_and_pick, chains"
This is family_woman_woman_girl_girl [EM] family_man_man_girl_girl [EM] family_man_woman_girl_girl [EM] chart_increasing.,This is ample food.,0,6,This is 👩‍👩‍👧‍👧 👨‍👨‍👧‍👧 👨‍👩‍👧‍👧 📈,This is {1F469 + 200D + 1F469 + 200D + 1F467 + 200D + 1F467} {1F468 + 200D + 1F468 + 200D + 1F467 + 200D + 1F467} {1F468 + 200D + 1F469 + 200D + 1F467 + 200D + 1F467} {1F4C8},"family_woman_woman_girl_girl, family_man_man_girl_girl, family_man_woman_girl_girl, chart_increasing"
This is woman_gesturing_OK_light_skin_tone [EM] shorts.,This is ample food.,0,6,This is 🙆🏻‍♀ 🩳,This is {1F646 + 1F3FB + 200D + 2640} {1FA73},"woman_gesturing_OK_light_skin_tone, shorts"
This is smiling_face_with_smiling_eyes.,This is ample food.,0,6,This is 😊,This is {1F60A},
This is pregnant_woman [EM] chart_increasing.,This is ample food.,0,6,This is 🤰 📈,This is {1F930} {1F4C8},"pregnant_woman, chart_increasing"
This is family_woman_woman_girl_girl [EM] family_man_man_girl_girl [EM] family_man_woman_girl_girl [EM] chart_increasing.,This is ample food.,0,6,This is 👩‍👩‍👧‍👧 👨‍👨‍👧‍👧 👨‍👩‍👧‍👧 📈,This is {1F469 + 200D + 1F469 + 200D + 1F467 + 200D + 1F467} {1F468 + 200D + 1F468 + 200D + 1F467 + 200D + 1F467} {1F468 + 200D + 1F469 + 200D + 1F467 + 200D + 1F467} {1F4C8},"family_woman_woman_girl_girl, family_man_man_girl_girl, family_man_woman_girl_girl, chart_increasing"
This is chart_decreasing [EM] clipboard [EM] check_mark_button.,This is ample food.,0,6,This is 📉 📋 ✅,This is {1F4C9} {1F4CB} {2705},"chart_decreasing, clipboard, check_mark_button"
This is green_apple [EM] banana [EM] croissant [EM] taco [EM] sandwich [EM] pretzel [EM] cheese_wedge [EM] egg [EM] pancakes [EM] leafy_green [EM] hot_pepper [EM] oden [EM] bubble_tea [EM] chestnut [EM] cookie [EM] birthday_cake [EM] clinking_glasses [EM] ice_cream.,This is ample food.,0,6,This is 🍏 🍌 🥐 🌮 🥪 🥨 🧀 🥚 🥞 🥬 🌶 🍢 🧋 🌰 🍪 🎂 🥂 🍨,This is {1F34F} {1F34C} {1F950} {1F32E} {1F96A} {1F968} {1F9C0} {1F95A} {1F95E} {1F96C} {1F336} {1F362} {1F9CB} {1F330} {1F36A} {1F382} {1F942} {1F368},"green_apple, banana, croissant, taco, sandwich, pretzel, cheese_wedge, egg, pancakes, leafy_green, hot_pepper, oden, bubble_tea, chestnut, cookie, birthday_cake, clinking_glasses, ice_cream"
This is OK_hand_light_skin_tone [EM] locked.,This is ample food.,0,6,This is 👌🏻 🔒,This is {1F44C + 1F3FB} {1F512},"OK_hand_light_skin_tone, locked"
This is pinched_fingers_light_skin_tone [EM] dress.,This is ample supply.,0,6,This is 🤌🏻 👗,This is {1F90C + 1F3FB} {1F457},"pinched_fingers_light_skin_tone, dress"
This is hamburger [EM] hot_dog [EM] taco [EM] smiling_face_with_smiling_eyes.,This is ample supply.,0,6,This is 🍔 🌭 🌮 😊,This is {1F354} {1F32D} {1F32E} {1F60A},"hamburger, hot_dog, taco, smiling_face_with_smiling_eyes"
This is OK_hand_light_skin_tone [EM] fork_and_knife_with_plate [EM] red_apple.,This is ample supply.,0,6,This is 👌🏻 🍽 🍎,This is {1F44C + 1F3FB} {1F37D} {1F34E},"OK_hand_light_skin_tone, fork_and_knife_with_plate, red_apple"
This is OK_hand_light_skin_tone [EM] fork_and_knife_with_plate [EM] red_apple.,This is ample supply.,0,6,This is 👌🏻 🍽 🍎,This is {1F44C + 1F3FB} {1F37D} {1F34E},"OK_hand_light_skin_tone, fork_and_knife_with_plate, red_apple"
This is OK_hand_light_skin_tone [EM] fork_and_knife_with_plate [EM] red_apple.,This is ample supply.,0,6,This is 👌🏻 🍽 🍎,This is {1F44C + 1F3FB} {1F37D} {1F34E},"OK_hand_light_skin_tone, fork_and_knife_with_plate, red_apple"
This is open_hands [EM] pregnant_woman.,This is ample supply.,0,6,This is 👐 🤰,This is {1F450} {1F930},"open_hands, pregnant_woman"
This is money_with_wings [EM] bank [EM] dollar_banknote [EM] coin [EM] money_bag [EM] chart_increasing_with_yen [EM] ATM_sign [EM] heavy_dollar_sign [EM] credit_card [EM] money-mouth_face.,This is ample supply.,0,6,This is 💸 🏦 💵 🪙 💰 💹 🏧 💲 💳 🤑,This is {1F4B8} {1F3E6} {1F4B5} {1FA99} {1F4B0} {1F4B9} {1F3E7} {1F4B2} {1F4B3} {1F911},"money_with_wings, bank, dollar_banknote, coin, money_bag, chart_increasing_with_yen, ATM_sign, heavy_dollar_sign, credit_card, money-mouth_face"
This is pregnant_woman [EM] chart_increasing.,This is ample supply.,0,6,This is 🤰 📈,This is {1F930} {1F4C8},"pregnant_woman, chart_increasing"
This is OK_hand_light_skin_tone [EM] locked.,This is ample waistline.,0,6,This is 👌🏻 🔒,This is {1F44C + 1F3FB} {1F512},"OK_hand_light_skin_tone, locked"
This is open_hands [EM] chart_increasing.,This is ample waistline.,0,6,This is 👐 📈,This is {1F450} {1F4C8},"open_hands, chart_increasing"
This is open_hands [EM] chart_increasing.,This is ample waistline.,0,6,This is 👐 📈,This is {1F450} {1F4C8},"open_hands, chart_increasing"
This is family_woman_woman_girl_girl [EM] family_man_man_girl_girl [EM] family_man_woman_girl_girl [EM] chart_increasing.,This is ample waistline.,0,6,This is 👩‍👩‍👧‍👧 👨‍👨‍👧‍👧 👨‍👩‍👧‍👧 📈,This is {1F469 + 200D + 1F469 + 200D + 1F467 + 200D + 1F467} {1F468 + 200D + 1F468 + 200D + 1F467 + 200D + 1F467} {1F468 + 200D + 1F469 + 200D + 1F467 + 200D + 1F467} {1F4C8},"family_woman_woman_girl_girl, family_man_man_girl_girl, family_man_woman_girl_girl, chart_increasing"
This is chart_decreasing [EM] clipboard [EM] check_mark_button.,This is ample waistline.,0,6,This is 📉 📋 ✅,This is {1F4C9} {1F4CB} {2705},"chart_decreasing, clipboard, check_mark_button"
This is chart_decreasing [EM] clipboard [EM] check_mark_button.,This is ample waistline.,0,6,This is 📉 📋 ✅,This is {1F4C9} {1F4CB} {2705},"chart_decreasing, clipboard, check_mark_button"
This is open_hands [EM] face_savoring_food.,This is ample waistline.,0,6,This is 👐 😋,This is {1F450} {1F60B},"open_hands, face_savoring_food"
This is open_hands [EM] chart_increasing.,This is ample waistline.,0,6,This is 👐 📈,This is {1F450} {1F4C8},"open_hands, chart_increasing"
This is thumbs_up [EM] face_with_symbols_on_mouth.,This is remarkable sight.,0,6,This is 👍 🤬,This is {1F44D} {1F92C},"thumbs_up, face_with_symbols_on_mouth"
This is face_with_steam_from_nose [EM] speaking_head [EM] speech_balloon.,This is remarkable sight.,0,6,This is 😤 🗣 💬,This is {1F624} {1F5E3} {1F4AC},"face_with_steam_from_nose, speaking_head, speech_balloon"
This is thumbs_up [EM] angry_face [EM] enraged_face [EM] face_with_steam_from_nose.,This is remarkable sight.,0,6,This is 👍 😠 😡 😤,This is {1F44D} {1F620} {1F621} {1F624},"thumbs_up, angry_face, enraged_face, face_with_steam_from_nose"
This is thumbs_up [EM] angry_face [EM] enraged_face [EM] face_with_steam_from_nose.,This is remarkable sight.,0,6,This is 👍 😠 😡 😤,This is {1F44D} {1F620} {1F621} {1F624},"thumbs_up, angry_face, enraged_face, face_with_steam_from_nose"
This is thumbs_up [EM] face_with_symbols_on_mouth.,This is remarkable sight.,0,6,This is 👍 🤬,This is {1F44D} {1F92C},"thumbs_up, face_with_symbols_on_mouth"
This is thumbs_up [EM] door.,This is remarkable sight.,0,6,This is 👍 🚪,This is {1F44D} {1F6AA},"thumbs_up, door"
This is thumbs_up [EM] door.,This is remarkable sight.,0,6,This is 👍 🚪,This is {1F44D} {1F6AA},"thumbs_up, door"
This is speaking_head [EM] deaf_woman [EM] thumbs_up.,This is remarkable sight.,0,6,This is 🗣 🧏‍♀ 👍,This is {1F5E3} {1F9CF + 200D + 2640} {1F44D},"speaking_head, deaf_woman, thumbs_up"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,0,6,This is 😥 😟,This is {1F625} {1F61F},"sad_but_relieved_face, worried_face"
This is expressionless_face [EM] yawning_face [EM] tear-off_calendar.,This is dull mood.,0,6,This is 😑 🥱 📆,This is {1F611} {1F971} {1F4C6},"expressionless_face, yawning_face, tear-off_calendar"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,0,6,This is 😥 😟,This is {1F625} {1F61F},"sad_but_relieved_face, worried_face"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,0,6,This is 😥 😟,This is {1F625} {1F61F},"sad_but_relieved_face, worried_face"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,0,6,This is 😥 😟,This is {1F625} {1F61F},"sad_but_relieved_face, worried_face"
This is fog [EM] coin.,This is dull mood.,0,6,This is 🌫 🪙,This is {1F32B} {1FA99},"fog, coin"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,0,6,This is 😥 😟,This is {1F625} {1F61F},"sad_but_relieved_face, worried_face"
This is fog.,This is dull mood.,0,6,This is 🌫,This is {1F32B},
This is expressionless_face [EM] yawning_face [EM] tear-off_calendar.,This is dull play.,0,6,This is 😑 🥱 📆,This is {1F611} {1F971} {1F4C6},"expressionless_face, yawning_face, tear-off_calendar"
This is expressionless_face [EM] yawning_face [EM] tear-off_calendar.,This is dull play.,0,6,This is 😑 🥱 📆,This is {1F611} {1F971} {1F4C6},"expressionless_face, yawning_face, tear-off_calendar"
This is black_small_square [EM] ring.,This is dull play.,0,6,This is ▪ 💍,This is {25AA} {1F48D},"black_small_square, ring"
This is thumbs_down [EM] glowing_star.,This is dull play.,0,6,This is 👎 🌟,This is {1F44E} {1F31F},"thumbs_down, glowing_star"
This is fog [EM] 2nd_place_medal.,This is dull play.,0,6,This is 🌫 🥈,This is {1F32B} {1F948},"fog, 2nd_place_medal"
This is fog [EM] star.,This is dull play.,0,6,This is 🌫 ⭐,This is {1F32B} {2B50},"fog, star"
This is thumbs_down [EM] glowing_star.,This is dull play.,0,6,This is 👎 🌟,This is {1F44E} {1F31F},"thumbs_down, glowing_star"
This is fog [EM] glowing_star.,This is dull play.,0,6,This is 🌫 🌟,This is {1F32B} {1F31F},"fog, glowing_star"
This is light_bulb [EM] cross_mark [EM] glowing_star.,This is dull sky.,0,6,This is 💡 ❌ 🌟,This is {1F4A1} {274C} {1F31F},"light_bulb, cross_mark, glowing_star"
This is thumbs_down [EM] glowing_star.,This is dull sky.,0,6,This is 👎 🌟,This is {1F44E} {1F31F},"thumbs_down, glowing_star"
This is downcast_face_with_sweat.,This is dull sky.,0,6,This is 😓,This is {1F613},
This is 2nd_place_medal [EM] pensive_face.,This is dull sky.,0,6,This is 🥈 😔,This is {1F948} {1F614},"2nd_place_medal, pensive_face"
